COUNTY,STNAME,County,Population 2016,Population 2017,Population 2018,Population 2019,Population 2020
79,Iowa,Hamilton County,,15034,14887,14797,14716
81,Iowa,Hancock County,,10762,10726,10664,10507
83,Iowa,Hardin County,,17076,16965,16809,16575
85,Iowa,Harrison County,,14116,14086,14034,13928
87,Iowa,Henry County,,20056,20015,19835,19697
89,Iowa,Howard County,,9235,9185,9146,9176
91,Iowa,Humboldt County,,9568,9520,9499,9473
93,Iowa,Ida County,,6864,6829,6822,6833
95,Iowa,Iowa County,,16139,16150,16146,16138
97,Iowa,Jackson County,,19377,19375,19375,19205
99,Iowa,Jasper County,,36997,37121,37171,37148
101,Iowa,Jefferson County,,18108,18102,18180,18347
103,Iowa,Johnson County,,149703,151003,152480,153740
105,Iowa,Jones County,,20610,20627,20634,20617
107,Iowa,Keokuk County,,10144,10221,10192,10085
109,Iowa,Kossuth County,,14935,14834,14769,14680
111,Iowa,Lee County,,34239,33929,33641,33480
113,Iowa,Linn County,,224553,226060,227241,227854
115,Iowa,Louisa County,,11203,11135,11059,11011
117,Iowa,Lucas County,,8537,8590,8561,8518
119,Iowa,Lyon County,,11791,11849,11806,11756
121,Iowa,Madison County,,16005,16140,16273,16521
123,Iowa,Mahaska County,,22422,22203,22429,22370
125,Iowa,Marion County,,33107,33251,33280,33168
127,Iowa,Marshall County,,40051,39879,39472,39495
129,Iowa,Mills County,,15060,15122,15124,14766
131,Iowa,Mitchell County,,10544,10536,10565,10647
133,Iowa,Monona County,,8721,8649,8626,8598
135,Iowa,Monroe County,,7782,7738,7681,7770
137,Iowa,Montgomery County,,10119,9976,9917,9935
139,Iowa,Muscatine County,,42825,42784,42571,42394
141,Iowa,O'Brien County,,13777,13806,13796,13679
143,Iowa,Osceola County,,6024,6020,5961,5987
145,Iowa,Page County,,15253,15227,15129,15073
147,Iowa,Palo Alto County,,9045,8910,8873,8845
149,Iowa,Plymouth County,,25053,25024,25200,25219
151,Iowa,Pocahontas County,,6830,6709,6632,6607
153,Iowa,Polk County,,480962,486222,491031,494281
155,Iowa,Pottawattamie County,,93563,93445,93405,93328
157,Iowa,Poweshiek County,,18359,18461,18458,18381
159,Iowa,Ringgold County,,5029,4921,4866,4801
161,Iowa,Sac County,,9797,9675,9675,9603
163,Iowa,Scott County,,172691,173019,173400,173216
165,Iowa,Shelby County,,11584,11564,11479,11430
167,Iowa,Sioux County,,34784,34767,34950,35043
169,Iowa,Story County,,97335,96749,97441,98237
171,Iowa,Tama County,,17040,16853,16904,16801
173,Iowa,Taylor County,,6113,6190,6188,6092
175,Iowa,Union County,,12472,12297,12224,12157
177,Iowa,Van Buren County,,7155,7008,7044,7069
179,Iowa,Wapello County,,35043,35060,35151,34985
181,Iowa,Warren County,,50087,51053,51548,52265
183,Iowa,Washington County,,22236,22095,22030,21992
185,Iowa,Wayne County,,6488,6376,6413,6415
187,Iowa,Webster County,,36650,36361,35982,35934
189,Iowa,Winnebago County,,10582,10555,10357,10277
191,Iowa,Winneshiek County,,20140,20026,19992,19862
193,Iowa,Woodbury County,,102098,102415,103132,103138
195,Iowa,Worth County,,7456,7416,7407,7359
197,Iowa,Wright County,,12758,12669,12551,12416
0,Kansas,Kansas,,2910892,2912748,2912635,2913805
1,Kansas,Allen County,,12545,12500,12404,12399
3,Kansas,Anderson County,,7850,7858,7899,7949
5,Kansas,Atchison County,,16319,16202,16138,16015
7,Kansas,Barber County,,4569,4462,4458,4358
9,Kansas,Barton County,,26427,26120,25938,25658
11,Kansas,Bourbon County,,14604,14538,14499,14435
13,Kansas,Brown County,,9619,9592,9541,9482
15,Kansas,Butler County,,66916,66887,66932,66992
17,Kansas,Chase County,,2652,2565,2585,2586
19,Kansas,Chautauqua County,,3320,3287,3203,3230
21,Kansas,Cherokee County,,20151,20024,19948,19681
23,Kansas,Cheyenne County,,2682,2625,2624,2600
25,Kansas,Clark County,,1996,1995,2006,1963
27,Kansas,Clay County,,8003,8008,8009,8025
29,Kansas,Cloud County,,8922,8725,8779,8642
31,Kansas,Coffey County,,8231,8212,8142,8158
33,Kansas,Comanche County,,1763,1740,1704,1690
35,Kansas,Cowley County,,35311,35067,34784,34628
37,Kansas,Crawford County,,38942,38884,38734,38730
39,Kansas,Decatur County,,2866,2842,2816,2776
41,Kansas,Dickinson County,,18829,18621,18381,18266
43,Kansas,Doniphan County,,7655,7632,7584,7496
45,Kansas,Douglas County,,120516,121327,122269,122530
47,Kansas,Edwards County,,2871,2806,2783,2750
49,Kansas,Elk County,,2511,2470,2507,2507
51,Kansas,Ellis County,,28755,28709,28652,28671
53,Kansas,Ellsworth County,,6295,6156,6093,6034
55,Kansas,Finney County,,36685,36473,36351,35917
57,Kansas,Ford County,,34082,33623,33346,33094
59,Kansas,Franklin County,,25667,25681,25618,25703
61,Kansas,Geary County,,33935,32998,31992,32218
63,Kansas,Gove County,,2623,2612,2665,2621
65,Kansas,Graham County,,2485,2448,2441,2389
67,Kansas,Grant County,,7476,7271,7136,7077
69,Kansas,Gray County,,6020,6085,5996,5954
71,Kansas,Greeley County,,1227,1229,1211,1196
73,Kansas,Greenwood County,,6068,6008,6001,5868
75,Kansas,Hamilton County,,2609,2584,2515,2425
77,Kansas,Harper County,,5581,5500,5442,5336
79,Kansas,Harvey County,,34436,34225,34442,34291
81,Kansas,Haskell County,,4019,3993,3987,3923
83,Kansas,Hodgeman County,,1858,1799,1763,1779
85,Kansas,Jackson County,,13347,13288,13164,13171
87,Kansas,Jefferson County,,18935,18901,19165,19032
89,Kansas,Jewell County,,2858,2832,2858,2833
91,Kansas,Johnson County,,592055,599045,602948,607220
93,Kansas,Kearny County,,3939,3926,3807,3745
95,Kansas,Kingman County,,7278,7148,7056,6974
97,Kansas,Kiowa County,,2488,2490,2470,2456
99,Kansas,Labette County,,20146,19929,19704,19586
101,Kansas,Lane County,,1549,1535,1527,1518
103,Kansas,Leavenworth County,,81259,81659,81911,82246
105,Kansas,Lincoln County,,3044,2994,2964,2986
107,Kansas,Linn County,,9694,9771,9714,9654
109,Kansas,Logan County,,2812,2804,2776,2732
111,Kansas,Lyon County,,33246,33302,33224,33045
113,Kansas,McPherson County,,28722,28565,28584,28448
115,Kansas,Marion County,,11950,11885,11831,11652
117,Kansas,Marshall County,,9697,9718,9691,9652
119,Kansas,Meade County,,4226,4091,4023,4029
121,Kansas,Miami County,,33450,33714,34244,34334
123,Kansas,Mitchell County,,6132,6096,5967,5879
125,Kansas,Montgomery County,,32382,32040,31796,31502
127,Kansas,Morris County,,5471,5551,5623,5559
129,Kansas,Morton County,,2743,2662,2536,2538
131,Kansas,Nemaha County,,10063,10085,10170,10121
133,Kansas,Neosho County,,16098,15984,15899,15929
135,Kansas,Ness County,,2864,2811,2782,2768
137,Kansas,Norton County,,5432,5443,5372,5328
139,Kansas,Osage County,,15842,15921,15906,15770
141,Kansas,Osborne County,,3539,3456,3438,3439
143,Kansas,Ottawa County,,5813,5744,5713,5712
145,Kansas,Pawnee County,,6673,6554,6384,6366
147,Kansas,Phillips County,,5379,5274,5248,5181
149,Kansas,Pottawatomie County,,23938,24243,24468,24722
151,Kansas,Pratt County,,9493,9326,9114,9127
153,Kansas,Rawlins County,,2471,2483,2493,2511
155,Kansas,Reno County,,62756,62363,61963,61793
157,Kansas,Republic County,,4655,4623,4563,4536
159,Kansas,Rice County,,9559,9453,9512,9362
161,Kansas,Riley County,,74129,74826,72762,73202
163,Kansas,Rooks County,,5055,4989,4937,4827
165,Kansas,Rush County,,3049,3037,2994,2947
167,Kansas,Russell County,,6928,6885,6868,6804
169,Kansas,Saline County,,54529,54351,54140,53926
171,Kansas,Scott County,,4931,4918,4850,4790
173,Kansas,Sedgwick County,,513392,513877,516579,519907
175,Kansas,Seward County,,22239,21904,21421,21038
177,Kansas,Shawnee County,,178096,177224,176735,175999
179,Kansas,Sheridan County,,2526,2521,2517,2520
181,Kansas,Sherman County,,5935,5915,5932,5777
183,Kansas,Smith County,,3616,3582,3571,3544
185,Kansas,Stafford County,,4187,4119,4081,4046
187,Kansas,Stanton County,,2056,2026,1987,1969
189,Kansas,Stevens County,,5542,5496,5405,5388
191,Kansas,Sumner County,,23103,22982,22810,22578
193,Kansas,Thomas County,,7824,7673,7704,7702
195,Kansas,Trego County,,2842,2782,2779,2758
197,Kansas,Wabaunsee County,,6827,6882,6892,6906
199,Kansas,Wallace County,,1513,1484,1518,1536
201,Kansas,Washington County,,5475,5457,5449,5427
203,Kansas,Wichita County,,2121,2112,2118,2074
205,Kansas,Wilson County,,8707,8668,8555,8362
207,Kansas,Woodson County,,3127,3165,3096,3015
209,Kansas,Wyandotte County,,165254,165781,166009,165265
0,Kentucky,Kentucky,,4455590,4464273,4472345,4477251
1,Kentucky,Adair County,,19311,19201,19472,19555
3,Kentucky,Allen County,,20891,21104,21320,21303
5,Kentucky,Anderson County,,22553,22615,22700,22833
7,Kentucky,Ballard County,,8002,7940,7817,7769
9,Kentucky,Barren County,,43787,44071,44185,44300
11,Kentucky,Bath County,,12393,12444,12532,12481
13,Kentucky,Bell County,,26865,26534,26026,25482
15,Kentucky,Boone County,,131151,131971,133670,135396
17,Kentucky,Bourbon County,,20088,20102,19774,19901
19,Kentucky,Boyd County,,47867,47406,46839,46516
21,Kentucky,Boyle County,,29992,30109,30000,30367
23,Kentucky,Bracken County,,8284,8273,8330,8286
25,Kentucky,Breathitt County,,12922,12762,12612,12550
27,Kentucky,Breckinridge County,,20131,20286,20471,20537
29,Kentucky,Bullitt County,,80309,81040,81803,82182
31,Kentucky,Butler County,,12792,12731,12861,12703
33,Kentucky,Caldwell County,,12660,12684,12731,12687
35,Kentucky,Calloway County,,38841,38982,39073,39300
37,Kentucky,Campbell County,,93366,93990,93841,94020
39,Kentucky,Carlisle County,,4785,4711,4721,4692
41,Kentucky,Carroll County,,10720,10711,10658,10730
43,Kentucky,Carter County,,27216,27042,26766,26542
45,Kentucky,Casey County,,15836,15950,16204,16066
47,Kentucky,Christian County,,71293,71036,71577,71478
49,Kentucky,Clark County,,35941,36209,36280,36463
51,Kentucky,Clay County,,20264,20116,19912,19631
53,Kentucky,Clinton County,,10214,10142,10200,10110
55,Kentucky,Crittenden County,,9011,8900,8807,8847
57,Kentucky,Cumberland County,,6706,6704,6626,6523
59,Kentucky,Daviess County,,100508,100885,101555,101978
61,Kentucky,Edmonson County,,12248,12247,12149,12235
63,Kentucky,Elliott County,,7490,7469,7485,7372
65,Kentucky,Estill County,,14186,14164,14143,14109
67,Kentucky,Fayette County,,321554,322597,323922,324735
69,Kentucky,Fleming County,,14439,14490,14574,14603
71,Kentucky,Floyd County,,36301,35861,35515,34974
73,Kentucky,Franklin County,,50564,50807,50887,51118
75,Kentucky,Fulton County,,6151,6049,5989,5952
77,Kentucky,Gallatin County,,8716,8739,8842,8779
79,Kentucky,Garrard County,,17452,17528,17684,17719
81,Kentucky,Grant County,,24998,25114,25120,25387
83,Kentucky,Graves County,,37160,37260,37170,36818
85,Kentucky,Grayson County,,26281,26265,26435,26480
87,Kentucky,Green County,,11060,11007,10949,10995
89,Kentucky,Greenup County,,35542,35371,35164,34865
91,Kentucky,Hancock County,,8786,8751,8716,8742
93,Kentucky,Hardin County,,108314,110435,110970,111309
95,Kentucky,Harlan County,,26687,26338,25960,25566
97,Kentucky,Harrison County,,18737,18730,18838,18920
99,Kentucky,Hart County,,18737,18868,19014,19013
101,Kentucky,Henderson County,,45915,45566,45276,44740
103,Kentucky,Henry County,,15979,16049,16063,16067
105,Kentucky,Hickman County,,4531,4424,4365,4364
107,Kentucky,Hopkins County,,45303,44978,44660,44662
109,Kentucky,Jackson County,,13418,13415,13316,13340
111,Kentucky,Jefferson County,,770383,768706,767785,767452
113,Kentucky,Jessamine County,,53274,53777,54012,54057
115,Kentucky,Johnson County,,22618,22432,22188,22002
117,Kentucky,Kenton County,,165835,166501,167333,167949
119,Kentucky,Knott County,,15243,15090,14861,14512
121,Kentucky,Knox County,,31461,31326,31151,31022
123,Kentucky,Larue County,,14204,14300,14393,14431
125,Kentucky,Laurel County,,60343,60652,60842,61238
127,Kentucky,Lawrence County,,15757,15589,15395,15436
129,Kentucky,Lee County,,6860,7038,7390,7268
131,Kentucky,Leslie County,,10323,10135,9880,9637
133,Kentucky,Letcher County,,22297,21847,21560,21213
135,Kentucky,Lewis County,,13369,13269,13309,13262
137,Kentucky,Lincoln County,,24500,24614,24519,24466
139,Kentucky,Livingston County,,9249,9222,9148,9041
141,Kentucky,Logan County,,27017,27003,27111,27416
143,Kentucky,Lyon County,,8293,8198,8256,8133
145,Kentucky,McCracken County,,65420,65391,65622,65644
147,Kentucky,McCreary County,,17421,17327,17260,17071
149,Kentucky,McLean County,,9202,9237,9162,9075
151,Kentucky,Madison County,,91259,92172,93099,94265
153,Kentucky,Magoffin County,,12525,12331,12184,12017
155,Kentucky,Marion County,,19284,19314,19237,19314
157,Kentucky,Marshall County,,31324,31247,31113,31163
159,Kentucky,Martin County,,11504,11349,11258,11031
161,Kentucky,Mason County,,17221,17105,17049,17035
163,Kentucky,Meade County,,28054,28648,28610,28616
165,Kentucky,Menifee County,,6465,6415,6483,6502
167,Kentucky,Mercer County,,21557,21674,21921,21889
169,Kentucky,Metcalfe County,,10085,10074,10084,10058
171,Kentucky,Monroe County,,10594,10746,10654,10549
173,Kentucky,Montgomery County,,27954,28179,28197,28186
175,Kentucky,Morgan County,,13263,13363,13297,13142
177,Kentucky,Muhlenberg County,,30944,30841,30681,30457
179,Kentucky,Nelson County,,45606,45781,46221,46450
181,Kentucky,Nicholas County,,7172,7198,7248,7234
183,Kentucky,Ohio County,,24137,24125,24043,23899
185,Kentucky,Oldham County,,66606,66632,66818,66999
187,Kentucky,Owen County,,10794,10867,10884,11017
189,Kentucky,Owsley County,,4404,4454,4413,4331
191,Kentucky,Pendleton County,,14609,14572,14566,14586
193,Kentucky,Perry County,,26605,26246,25801,25456
195,Kentucky,Pike County,,58958,58567,57919,57057
197,Kentucky,Powell County,,12284,12356,12303,12218
199,Kentucky,Pulaski County,,64377,64735,65243,65530
201,Kentucky,Robertson County,,2127,2147,2149,2136
203,Kentucky,Rockcastle County,,16780,16830,16736,16750
205,Kentucky,Rowan County,,24546,24488,24519,24682
207,Kentucky,Russell County,,17721,17799,17944,17998
209,Kentucky,Scott County,,54820,55983,57079,58470
211,Kentucky,Shelby County,,47216,48073,49022,49611
213,Kentucky,Simpson County,,18048,18386,18530,18635
215,Kentucky,Spencer County,,18583,18959,19302,19585
217,Kentucky,Taylor County,,25517,25483,25735,25707
219,Kentucky,Todd County,,12203,12339,12318,12448
221,Kentucky,Trigg County,,14426,14666,14666,14776
223,Kentucky,Trimble County,,8535,8500,8529,8481
225,Kentucky,Union County,,14656,14519,14497,14443
227,Kentucky,Warren County,,129232,130926,132759,134510
229,Kentucky,Washington County,,11871,12011,12098,12147
231,Kentucky,Wayne County,,20621,20401,20278,20209
233,Kentucky,Webster County,,13012,13047,12945,12923
235,Kentucky,Whitley County,,36135,36196,36362,36451
237,Kentucky,Wolfe County,,7264,7215,7151,7106
239,Kentucky,Woodford County,,26375,26487,26654,26765
0,Louisiana,Louisiana,,4673673,4664450,4658285,4645318
1,Louisiana,Acadia Parish,,62581,62315,62207,61918
3,Louisiana,Allen Parish,,25595,25535,25594,25440
5,Louisiana,Ascension Parish,,123237,124961,126798,128665
7,Louisiana,Assumption Parish,,22586,22280,21921,21621
9,Louisiana,Avoyelles Parish,,40840,40410,40138,39966
11,Louisiana,Beauregard Parish,,36885,37491,37649,37881
13,Louisiana,Bienville Parish,,13640,13303,13234,12983
15,Louisiana,Bossier Parish,,127011,127153,127377,127275
17,Louisiana,Caddo Parish,,246177,243105,240431,237479
19,Louisiana,Calcasieu Parish,,202653,203507,204038,203310
21,Louisiana,Caldwell Parish,,9962,9979,9946,9839
23,Louisiana,Cameron Parish,,6935,7008,6981,7003
25,Louisiana,Catahoula Parish,,9812,9571,9459,9226
27,Louisiana,Claiborne Parish,,15964,15912,15718,15508
29,Louisiana,Concordia Parish,,19850,19618,19314,18914
31,Louisiana,De Soto Parish,,27281,27412,27440,27650
33,Louisiana,East Baton Rouge Parish,,444848,442720,441471,439729
35,Louisiana,East Carroll Parish,,7117,6971,6829,6589
37,Louisiana,East Feliciana Parish,,19383,19272,19103,18882
39,Louisiana,Evangeline Parish,,33655,33457,33396,33276
41,Louisiana,Franklin Parish,,20265,20170,19996,19723
43,Louisiana,Grant Parish,,22330,22430,22352,22254
45,Louisiana,Iberia Parish,,71805,70627,69638,68991
47,Louisiana,Iberville Parish,,32927,32719,32549,32070
49,Louisiana,Jackson Parish,,15927,15944,15761,15574
51,Louisiana,Jefferson Parish,,436571,434637,434096,432346
53,Louisiana,Jefferson Davis Parish,,31502,31574,31444,31208
55,Louisiana,Lafayette Parish,,242039,243493,244798,246518
57,Louisiana,Lafourche Parish,,98078,97910,97618,97596
59,Louisiana,LaSalle Parish,,14893,14900,14910,15021
61,Louisiana,Lincoln Parish,,47494,47174,46851,46552
63,Louisiana,Livingston Parish,,137907,139594,141561,143737
65,Louisiana,Madison Parish,,11349,11212,10994,10635
67,Louisiana,Morehouse Parish,,25664,25304,24839,24227
69,Louisiana,Natchitoches Parish,,39051,38623,38179,37655
71,Louisiana,Orleans Parish,,391819,391506,391172,389476
73,Louisiana,Ouachita Parish,,155913,154694,153401,152439
75,Louisiana,Plaquemines Parish,,23376,23411,23264,23113
77,Louisiana,Pointe Coupee Parish,,22170,21856,21735,21529
79,Louisiana,Rapides Parish,,131272,130404,129800,128567
81,Louisiana,Red River Parish,,8523,8496,8380,8286
83,Louisiana,Richland Parish,,20421,20215,20147,20014
85,Louisiana,Sabine Parish,,23913,23909,23895,23803
87,Louisiana,St. Bernard Parish,,46120,46724,47192,47647
89,Louisiana,St. Charles Parish,,52629,52774,53083,52987
91,Louisiana,St. Helena Parish,,10333,10174,10145,10081
93,Louisiana,St. James Parish,,21377,21131,21045,20727
95,Louisiana,St. John the Baptist Parish,,43356,43140,42824,42516
97,Louisiana,St. Landry Parish,,83582,82827,82196,81440
99,Louisiana,St. Martin Parish,,54125,53629,53497,52954
101,Louisiana,St. Mary Parish,,50673,49739,49294,48330
103,Louisiana,St. Tammany Parish,,256212,258598,261303,263446
105,Louisiana,Tangipahoa Parish,,132445,133951,134845,136765
107,Louisiana,Tensas Parish,,4572,4454,4319,4178
109,Louisiana,Terrebonne Parish,,111880,111265,110615,109859
111,Louisiana,Union Parish,,22391,22209,22068,22170
113,Louisiana,Vermilion Parish,,59937,59928,59573,59378
115,Louisiana,Vernon Parish,,49941,48679,48394,47894
